code,period,period_type,sales_m,op_profit_m,net_profit_m,eps,dps,source
2294,2024.04,annual,37052.0,2200.0,1400.0,133.7,85.0,kabutan
2294,2025.04,annual,36104.0,1500.0,701.0,71.5,85.0,kabutan
2294,2026.04,annual,36400.0,1500.0,850.0,88.7,85.0,kabutan
2296,2022.03,annual,854374.0,24611.0,19118.0,326.7,115.0,kabutan
2296,2023.03,annual,922682.0,22994.0,16975.0,294.1,120.0,kabutan
2296,2024.03,annual,955580.0,22336.0,15553.0,273.2,125.0,kabutan
2296,2025.03,annual,988771.0,19576.0,13097.0,230.9,145.0,kabutan
2296,2026.03,annual,1050000.0,27500.0,18500.0,326.0,320.0,kabutan
2300,2022.02,annual,4580.0,-442.0,-784.0,-149.0,6.0,kabutan
2300,2023.02,annual,4688.0,-177.0,-169.0,-32.3,6.0,kabutan
2300,2024.02,annual,4917.0,83.0,119.0,22.6,8.5,kabutan
2300,2025.02,annual,5380.0,96.0,83.0,15.8,11.0,kabutan
2300,2026.02,annual,5500.0,200.0,200.0,38.0,11.0,kabutan
2301,2022.10,annual,6773.0,1621.0,1396.0,99.4,43.0,kabutan
2301,2023.10,annual,8784.0,2310.0,1753.0,125.7,51.0,kabutan
2301,2024.10,annual,10730.0,2656.0,2229.0,160.8,65.0,kabutan
2301,2025.10,annual,11019.0,2332.0,1892.0,140.0,67.0,kabutan
2301,2026.10,annual,13300.0,3250.0,2480.0,184.6,75.0,kabutan
2303,2022.05,annual,1222.0,400.0,283.0,88.5,14.0,kabutan
2303,2023.05,annual,1368.0,443.0,321.0,101.1,16.0,kabutan
2303,2024.05,annual,1500.0,533.0,388.0,125.1,20.0,kabutan
2303,2025.05,annual,1646.0,574.0,418.0,136.7,24.0,kabutan
2303,2026.05,annual,1700.0,610.0,435.0,146.3,28.0,kabutan
2304,2022.09,annual,10883.0,-186.0,102.0,20.6,15.0,kabutan
2304,2023.09,annual,14832.0,276.0,230.0,46.1,17.0,kabutan
2304,2024.09,annual,17631.0,595.0,429.0,85.9,30.0,kabutan
2304,2025.09,annual,19499.0,717.0,587.0,117.4,45.0,kabutan
2304,2026.09,annual,20200.0,800.0,590.0,118.9,35.0,kabutan
2305,2022.02,annual,40672.0,6015.0,3614.0,212.8,70.0,kabutan
2305,2023.02,annual,38564.0,4017.0,2257.0,132.9,70.0,kabutan
2305,2024.02,annual,36396.0,2283.0,1157.0,68.2,70.0,kabutan
2305,2025.02,annual,35598.0,3021.0,1365.0,80.4,50.0,kabutan
2305,2026.02,annual,33780.0,2870.0,1450.0,85.4,50.0,kabutan
2307,2022.03,annual,12119.0,1109.0,765.0,51.0,16.0,kabutan
2307,2023.03,annual,13835.0,1461.0,1019.0,67.9,37.0,kabutan
2307,2024.03,annual,14931.0,1521.0,1311.0,90.3,28.0,kabutan
2307,2025.03,annual,16194.0,1836.0,1316.0,93.2,33.0,kabutan
2307,2026.03,annual,17100.0,1930.0,1350.0,96.5,37.0,kabutan
2311,2022.12,annual,4818.0,65.0,359.0,40.3,32.0,kabutan
2311,2023.12,annual,5059.0,161.0,626.0,70.1,32.0,kabutan
2311,2024.12,annual,5607.0,334.0,327.0,36.6,32.0,kabutan
2311,2025.12,annual,6252.0,376.0,424.0,47.5,35.0,kabutan
2311,2026.12,annual,6680.0,399.0,485.0,54.2,32.0,kabutan
2315,2022.10,annual,6442.0,-1389.0,-6244.0,-54.7,0.0,kabutan
2315,2023.10,annual,5679.0,-2653.0,-4280.0,-34.7,0.0,kabutan
2315,2024.10,annual,5606.0,115.0,30.0,0.2,0.0,kabutan
2315,2025.10,annual,5195.0,70.0,166.0,1.2,0.0,kabutan
2315,2026.10,annual,6166.0,107.0,91.0,0.5,,kabutan
2317,2022.03,annual,65272.0,9106.0,5992.0,15.5,6.0,kabutan
2317,2023.03,annual,74526.0,9844.0,7317.0,18.9,8.0,kabutan
2317,2024.03,annual,76940.0,9713.0,7232.0,18.7,10.0,kabutan
2317,2025.03,annual,83621.0,12067.0,8480.0,23.2,12.0,kabutan
2317,2026.03,annual,90200.0,14500.0,10360.0,29.0,13.0,kabutan
2321,2022.03,annual,377.0,-17.0,-29.0,-1.0,0.0,kabutan
2321,2023.03,annual,763.0,-52.0,-59.0,-1.9,0.0,kabutan
2321,2024.03,annual,889.0,-164.0,-317.0,-10.3,0.0,kabutan
2321,2025.03,annual,823.0,28.0,-81.0,-2.6,0.0,kabutan
2321,2026.03,annual,950.0,-163.0,-151.0,-2.9,0.0,kabutan
2323,2022.03,annual,556.0,10.0,-17.0,-0.9,0.0,kabutan
2323,2023.03,annual,638.0,43.0,40.0,2.0,0.0,kabutan
2323,2024.03,annual,699.0,74.0,68.0,3.4,0.0,kabutan
2323,2025.03,annual,1268.0,149.0,169.0,8.2,1.0,kabutan
2323,2026.03,annual,2101.0,266.0,326.0,15.5,0.0,kabutan
2325,2022.12,annual,19231.0,1934.0,1726.0,181.0,75.0,kabutan
2325,2023.12,annual,22027.0,1618.0,1997.0,209.3,85.0,kabutan
2325,2024.12,annual,22594.0,2993.0,2115.0,222.2,95.0,kabutan
2325,2025.12,annual,24854.0,3268.0,2182.0,229.2,105.0,kabutan
2325,2026.12,annual,28000.0,3600.0,2450.0,257.3,110.0,kabutan
2326,2022.03,annual,9051.0,4126.0,2900.0,206.7,70.0,kabutan
2326,2023.03,annual,10436.0,4413.0,3062.0,218.1,75.0,kabutan
2326,2024.03,annual,11512.0,4427.0,4377.0,315.5,80.0,kabutan
2326,2025.03,annual,9982.0,4558.0,3183.0,232.8,85.0,kabutan
2326,2026.03,annual,11800.0,5607.0,3880.0,288.6,95.0,kabutan
2327,2022.03,annual,270332.0,29886.0,20521.0,112.1,33.0,kabutan
2327,2023.03,annual,291688.0,31738.0,22000.0,120.2,37.5,kabutan
2327,2024.03,annual,310632.0,35001.0,24241.0,132.5,42.5,kabutan
2327,2025.03,annual,338301.0,38497.0,27049.0,147.8,74.0,kabutan
2327,2026.03,annual,377000.0,43000.0,29200.0,159.6,80.0,kabutan
2329,2022.03,annual,52758.0,4135.0,3068.0,22.8,6.33,kabutan
2329,2023.03,annual,55922.0,4201.0,3133.0,23.2,6.33,kabutan
2329,2024.03,annual,52819.0,2678.0,4021.0,29.8,26.0,kabutan
2329,2025.03,annual,45686.0,2682.0,8363.0,62.0,26.52,kabutan
2329,2026.03,annual,,,,,27.06,kabutan
2330,2022.12,annual,4988.0,-75.0,-107.0,-3.3,0.0,kabutan
2330,2023.12,annual,4817.0,52.0,113.0,3.3,0.0,kabutan
2330,2024.12,annual,5340.0,50.0,64.0,1.6,0.0,kabutan
2330,2025.12,annual,8748.0,463.0,440.0,10.2,0.0,kabutan
2330,2026.12,annual,5998.0,108.0,80.0,1.8,,kabutan
2331,2022.03,annual,489092.0,41814.0,28234.0,57.2,16.4,kabutan
2331,2023.03,annual,492226.0,35961.0,23234.0,45.9,17.2,kabutan
2331,2024.03,annual,521400.0,38078.0,26630.0,53.0,23.7,kabutan
2331,2025.03,annual,551881.0,40201.0,27105.0,55.4,25.8,kabutan
2331,2026.03,annual,598000.0,48500.0,32900.0,67.7,29.2,kabutan
2332,2022.03,annual,11807.0,958.0,690.0,133.1,43.0,kabutan
2332,2023.03,annual,14201.0,976.0,690.0,129.3,46.0,kabutan
2332,2024.03,annual,14224.0,997.0,696.0,130.1,49.0,kabutan
2332,2025.03,annual,14936.0,1055.0,767.0,143.3,58.0,kabutan
2332,2026.03,annual,16860.0,1180.0,845.0,164.8,55.0,kabutan
2334,2022.03,annual,2086.0,-40.0,-147.0,-6.2,0.0,kabutan
2334,2023.03,annual,3564.0,55.0,36.0,1.5,0.0,kabutan
2334,2024.03,annual,3817.0,41.0,36.0,1.4,0.0,kabutan
2334,2025.03,annual,3549.0,-20.0,-493.0,-18.6,0.0,kabutan
2334,2026.03,annual,13257.0,201.0,-505.0,-12.3,0.0,kabutan
2335,2022.03,annual,16099.0,1417.0,944.0,69.8,23.0,kabutan
2335,2023.03,annual,16325.0,1452.0,989.0,70.4,50.0,kabutan
2335,2024.03,annual,18021.0,1536.0,1067.0,70.4,35.0,kabutan
2335,2025.03,annual,18351.0,1380.0,1261.0,83.8,40.0,kabutan
2335,2026.03,annual,19500.0,1750.0,1220.0,80.4,42.0,kabutan
2337,2022.02,annual,56934.0,10018.0,6473.0,13.8,7.0,kabutan
2337,2023.02,annual,68093.0,12492.0,9409.0,20.5,8.0,kabutan
2337,2024.02,annual,82747.0,12960.0,12108.0,26.9,9.0,kabutan
2337,2025.02,annual,83576.0,16309.0,15187.0,34.9,10.5,kabutan
2337,2026.02,annual,,19500.0,16000.0,39.6,11.5,kabutan
2338,2022.02,annual,256.0,-360.0,-280.0,-8.3,0.0,kabutan
2338,2023.02,annual,264.0,-394.0,-954.0,-25.4,0.0,kabutan
2338,2024.02,annual,205.0,-942.0,-902.0,-21.7,0.0,kabutan
2338,2025.02,annual,698.0,-477.0,-317.0,-7.1,0.0,kabutan
2338,2026.02,annual,,,,,0.0,kabutan
2340,2022.03,annual,10036.0,-568.0,-1979.0,-99.2,0.0,kabutan
2340,2023.03,annual,12768.0,40.0,-304.0,-14.2,0.0,kabutan
2340,2024.03,annual,14082.0,748.0,697.0,24.7,0.0,kabutan
2340,2025.03,annual,15164.0,1140.0,769.0,24.7,0.0,kabutan
2340,2026.03,annual,,,,,0.0,kabutan
2341,2023.02,annual,4044.0,54.0,44.0,1.7,3.0,kabutan
2341,2024.02,annual,4318.0,107.0,-32.0,-1.3,5.0,kabutan
2341,2025.02,annual,4160.0,68.0,-467.0,-25.6,5.0,kabutan
2341,2026.02,annual,4719.0,160.0,189.0,10.3,5.0,kabutan
2341,2027.02,annual,5024.0,280.0,139.0,7.6,5.0,kabutan
2342,2022.03,annual,12576.0,1837.0,1876.0,109.5,6.0,kabutan
2342,2023.03,annual,11429.0,-25.0,-409.0,-24.3,5.0,kabutan
2342,2024.03,annual,13083.0,89.0,4.0,0.2,3.0,kabutan
2342,2025.03,annual,13005.0,-259.0,-1089.0,-65.5,0.0,kabutan
2342,2026.03,annual,13500.0,150.0,40.0,2.4,0.0,kabutan
2344,2022.03,annual,8972.0,1232.0,931.0,76.0,27.0,kabutan
2344,2023.03,annual,9669.0,1492.0,1053.0,86.3,28.0,kabutan
2344,2024.03,annual,10081.0,1631.0,888.0,73.3,30.0,kabutan
2344,2025.03,annual,10597.0,1742.0,1362.0,113.7,34.0,kabutan
2344,2026.03,annual,10982.0,1888.0,1351.0,114.2,18.0,kabutan
2345,2022.10,annual,1603.0,186.0,605.0,48.5,0.0,kabutan
2345,2023.10,annual,40.0,-1265.0,-2742.0,-186.4,0.0,kabutan
2345,2024.10,annual,1613.0,-1133.0,-1960.0,-114.6,0.0,kabutan
2345,2025.10,annual,26.0,-488.0,-1365.0,-77.1,0.0,kabutan
2345,2026.10,annual,,,,,0.0,kabutan
2349,2022.03,annual,18251.0,2226.0,1631.0,145.7,23.0,kabutan
2349,2023.03,annual,20449.0,2544.0,2210.0,199.0,26.0,kabutan
2349,2024.03,annual,22571.0,2809.0,2108.0,191.8,27.0,kabutan
2349,2025.03,annual,24968.0,3077.0,2367.0,216.7,28.0,kabutan
2349,2026.03,annual,25000.0,3100.0,2270.0,207.8,29.0,kabutan
2351,2022.03,annual,2491.0,-484.0,-484.0,-61.1,2.0,kabutan
2351,2023.03,annual,2753.0,78.0,62.0,7.9,2.0,kabutan
2351,2024.03,annual,2846.0,102.0,112.0,14.1,2.0,kabutan
2351,2025.03,annual,2741.0,161.0,246.0,31.0,3.0,kabutan
2351,2026.03,annual,2800.0,110.0,70.0,9.0,3.0,kabutan
2353,2022.07,annual,26271.0,4582.0,3125.0,9.6,5.0,kabutan
2353,2023.07,annual,31855.0,6201.0,4408.0,13.8,5.25,kabutan
2353,2024.07,annual,32693.0,6461.0,5104.0,16.1,5.5,kabutan
2353,2025.07,annual,36832.0,7659.0,4799.0,15.1,8.0,kabutan
2353,2026.07,annual,40800.0,8500.0,5700.0,18.0,9.0,kabutan
